artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
mike jones,326,149,0,0.0,0.0,21 questions,0,0,0
mike jones,326,149,0,0.0,0.0,21 questions freestyle,0,0,0
mike jones,24,17,0,0.0,0.0,3 grams,0,0,0
mike jones,431,258,0,0.0,0.0,3 grams,0,0,0
mike jones,436,215,1,0.0022935779816513763,0.004651162790697674,5 years from now,2005-04-19,2005,4
lil' bran,298,152,0,0.0,0.0,5 years from now,2005-04-19,2005,4
lil' bran,3,3,0,0.0,0.0,5 years from now (remix),0,0,0
mike jones,461,226,1,0.0021691973969631237,0.004424778761061947,5 years from now (remix),0,0,0
eddie jones,68,35,0,0.0,0.0,5 years from now (remix),0,0,0
mike jones,464,229,1,0.0021551724137931034,0.004366812227074236,5 years from now (screwed & chopped) (feat. lil' bran),0,0,0
eddie jones,68,35,0,0.0,0.0,5 years from now (screwed & chopped) (feat. lil' bran),0,0,0
mike jones,421,273,0,0.0,0.0,8 mile,0,0,0
mike jones,536,313,7,0.013059701492537313,0.022364217252396165,addictive,0,0,0
mike jones,284,150,1,0.0035211267605633804,0.006666666666666667,adonis blue,1991-08-12,1991,8
mike jones,256,140,3,0.01171875,0.02142857142857143,america for beginners,0,0,0
mike jones,195,127,1,0.005128205128205128,0.007874015748031496,baby,0,0,0
mike jones,901,430,5,0.005549389567147614,0.011627906976744186,back then,2005-02-15,2005,2
nima baby,386,137,0,0.0,0.0,back then,2018-02-03,2018,2
x2,444,234,5,0.01126126126126126,0.021367521367521368,back then - amended version,0,0,0
mike jones,101,49,0,0.0,0.0,back then - amended version,0,0,0
"samples from ""still tippin'""",58,28,0,0.0,0.0,back then (remix),0,0,0
mike jones,487,258,5,0.01026694045174538,0.01937984496124031,back then (remix),0,0,0
"samples from ""still tippin'""",58,28,0,0.0,0.0,back then (re-recorded),0,0,0
