artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
lloyd banks,288,184,4,0.013888888888888888,0.021739130434782608,"1, 2, 3 grind",2012-08-19,2012,8
lloyd banks,135,81,0,0.0,0.0,"1, 2, 3 grind",2012-08-19,2012,8
prodigy,186,111,1,0.005376344086021506,0.009009009009009009,"1, 2, 3 grind",2012-08-19,2012,8
lloyd banks,297,183,3,0.010101010101010102,0.01639344262295082,1970 something,0,0,0
lloyd banks,213,121,2,0.009389671361502348,0.01652892561983471,1 shot deal,0,0,0
lloyd banks,473,287,6,0.012684989429175475,0.020905923344947737,2004 warm up,0,0,0
lloyd banks,318,194,0,0.0,0.0,24 drama,2015-11-01,2015,11
lloyd banks,100,56,0,0.0,0.0,24 drama,2015-11-01,2015,11
lloyd banks,166,102,1,0.006024096385542169,0.00980392156862745,24 inches [rmx],0,0,0
,568,318,2,0.0035211267605633804,0.006289308176100629,24 inches [rmx],0,0,0
lloyd banks,455,273,5,0.01098901098901099,0.018315018315018316,5 and better,2008-09-27,2008,9
lloyd banks,536,273,1,0.0018656716417910447,0.003663003663003663,6 figga nigga,0,0,0
lloyd banks,616,315,11,0.017857142857142856,0.03492063492063492,70 bars,0,0,0
,443,263,2,0.004514672686230248,0.0076045627376425855,718 niggas,2008-09-26,2008,9
{dj whoo kid},39,24,0,0.0,0.0,718 niggas,2008-09-26,2008,9
lloyd banks,389,214,1,0.002570694087403599,0.004672897196261682,99 lines,0,0,0
lloyd banks,313,153,1,0.003194888178913738,0.006535947712418301,addicted,2006-10-10,2006,10
musiq soulchild,54,26,0,0.0,0.0,addicted,2006-10-10,2006,10
lloyd banks,709,364,3,0.004231311706629055,0.008241758241758242,a lil bit colder,2005-01-01,2005,1
lloyd banks,490,325,0,0.0,0.0,all mighty u.n.i.t.,0,0,0
lloyd banks,461,250,1,0.0021691973969631237,0.004,already made,2016-10-31,2016,10
lloyd banks,211,147,2,0.009478672985781991,0.013605442176870748,always made it freestyle,0,0,0
lloyd banks,529,303,5,0.00945179584120983,0.0165016501650165,angel dust,2005-11-01,2005,11
lloyd banks,512,281,3,0.005859375,0.010676156583629894,anotha dollar,2005-01-01,2005,1
lloyd banks,335,194,1,0.0029850746268656717,0.005154639175257732,"another day, another dollar ii",0,0,0
lloyd banks,237,144,0,0.0,0.0,another episode,2016-10-31,2016,10
tony yayo,215,146,0,0.0,0.0,ain’t no click,2004-06-29,2004,6
lloyd banks,388,213,4,0.010309278350515464,0.018779342723004695,ain’t no click,2004-06-29,2004,6
maino,234,149,3,0.01282051282051282,0.020134228187919462,anti-freeze,0,0,0
lloyd banks,163,97,2,0.012269938650306749,0.020618556701030927,anti-freeze,0,0,0
,28,22,0,0.0,0.0,any girl,2010-06-08,2010,6
lloyd banks,170,108,2,0.011764705882352941,0.018518518518518517,any girl,2010-06-08,2010,6
lloyd] lloyd banks,72,24,0,0.0,0.0,any girl,2010-06-08,2010,6
lloyd banks,99,88,0,0.0,0.0,any girl,2010-06-08,2010,6
lloyd banks] lloyd,137,84,1,0.0072992700729927005,0.011904761904761904,any girl,2010-06-08,2010,6
lloyd,30,18,1,0.03333333333333333,0.05555555555555555,any girl,2010-06-08,2010,6
lloyd banks,466,266,3,0.006437768240343348,0.011278195488721804,bad weather,2016-09-25,2016,9
lloyd banks,496,305,1,0.0020161290322580645,0.003278688524590164,bags of gold,2016-09-25,2016,9
the alchemist,166,93,2,0.012048192771084338,0.021505376344086023,bangers,2004-06-29,2004,6
lloyd banks,229,130,3,0.013100436681222707,0.023076923076923078,bangers,2004-06-29,2004,6
lloyd banks,618,382,4,0.006472491909385114,0.010471204188481676,"beamer, benz, or bentley [original version]",0,0,0
juelz santana,67,45,0,0.0,0.0,"beamer, benz, or bentley [original version]",0,0,0
lloyd banks,215,146,2,0.009302325581395349,0.0136986301369863,been around the world,0,0,0
lloyd banks,705,412,2,0.0028368794326241137,0.0048543689320388345,beneath me,0,0,0
lloyd banks,280,161,0,0.0,0.0,banks freestyle (dj clue),0,0,0
lloyd banks,461,262,1,0.0021691973969631237,0.003816793893129771,be that way sometime,0,0,0
lloyd banks,589,364,3,0.0050933786078098476,0.008241758241758242,be that way sometimes,0,0,0
lloyd banks,464,281,3,0.00646551724137931,0.010676156583629894,better you know me,0,0,0
lloyd banks,854,539,8,0.00936768149882904,0.014842300556586271,big bully,2012-01-01,2012,1
