artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
lil' mo,291,196,0,0.0,0.0,10 commandments,2002-10-25,2002,10
lil' kim],63,47,0,0.0,0.0,10 commandments,2002-10-25,2002,10
lil' mo],66,36,0,0.0,0.0,10 commandments,2002-10-25,2002,10
lil' kim,287,154,2,0.006968641114982578,0.012987012987012988,10 commandments,2002-10-25,2002,10
lil' kim,187,109,0,0.0,0.0,2 hatin' bitches (skit),2008-06-03,2008,6
lil' kim,462,245,1,0.0021645021645021645,0.004081632653061225,all good,2005-09-27,2005,9
lil' kim,167,82,0,0.0,0.0,all good,2005-09-27,2005,9
lil' kim,586,318,1,0.0017064846416382253,0.0031446540880503146,answering machine skit 1,2005-09-27,2005,9
lil' kim,492,257,2,0.0040650406504065045,0.007782101167315175,answering machine skit 2,2005-09-27,2005,9
puff daddy]lil kim,164,92,2,0.012195121951219513,0.021739130434782608,auction,2015-11-04,2015,11
king los,346,221,3,0.008670520231213872,0.013574660633484163,auction,2015-11-04,2015,11
styles p]puff daddy,155,104,3,0.01935483870967742,0.028846153846153848,auction,2015-11-04,2015,11
puff daddy,45,16,0,0.0,0.0,auction,2015-11-04,2015,11
lil' kim,364,201,0,0.0,0.0,auto blanco,2019-04-22,2019,4
rupaul,159,99,1,0.006289308176100629,0.010101010101010102,bad girls,0,0,0
lil' kim,348,202,4,0.011494252873563218,0.019801980198019802,bad girls,0,0,0
lil' kim,605,309,2,0.003305785123966942,0.006472491909385114,bag,2019-10-11,2019,10
s money,32,23,1,0.03125,0.043478260869565216,berlioz,2019-05-16,2019,5
hector,170,101,0,0.0,0.0,berlioz,2019-05-16,2019,5
yung jun,39,22,0,0.0,0.0,berlioz,2019-05-16,2019,5
lil' kim,39,22,0,0.0,0.0,berlioz,2019-05-16,2019,5
lil' kim,565,337,1,0.0017699115044247787,0.002967359050445104,big momma thang (faith evans and tupac diss ),1996-11-12,1996,11
lil' kim,473,298,1,0.0021141649048625794,0.003355704697986577,big momma thang (remix),2009-07-14,2009,7
tiffany foxx,337,173,0,0.0,0.0,bitches,2018-11-21,2018,11
lil' kim,198,100,0,0.0,0.0,bitches,2018-11-21,2018,11
and lil' kim,110,52,0,0.0,0.0,black friday,2011-02-14,2011,2
nicki minaj,110,52,0,0.0,0.0,black friday,2011-02-14,2011,2
angie martinez,110,52,0,0.0,0.0,black friday,2011-02-14,2011,2
lil' kim,743,421,3,0.004037685060565276,0.007125890736342043,black friday,2011-02-14,2011,2
lil kim mocking nicki minaj,55,26,0,0.0,0.0,black friday,2011-02-14,2011,2
puff daddy,204,128,1,0.004901960784313725,0.0078125,blow a check,2016-03-28,2016,3
zoey dollaz,273,167,0,0.0,0.0,blow a check,2016-03-28,2016,3
lil kim,210,113,1,0.004761904761904762,0.008849557522123894,blow a check,2016-03-28,2016,3
lil' kim,50,32,0,0.0,0.0,blow a check,2016-03-28,2016,3
french montana,110,72,1,0.00909090909090909,0.013888888888888888,blow a check,2016-03-28,2016,3
r. kelly,48,43,0,0.0,0.0,body kiss,2003-05-06,2003,5
ron isley,145,69,0,0.0,0.0,body kiss,2003-05-06,2003,5
isley bros,38,17,0,0.0,0.0,body kiss,2003-05-06,2003,5
lil' kim,103,57,2,0.019417475728155338,0.03508771929824561,body kiss,2003-05-06,2003,5
the isley brothers,48,26,0,0.0,0.0,body kiss,2003-05-06,2003,5
the isley brothers,18,18,0,0.0,0.0,bonjour,2017-02-17,2017,2
$afia bahmed-schwartz,161,158,0,0.0,0.0,bonjour,2017-02-17,2017,2
keri hilson,261,143,0,0.0,0.0,buy u music,2011-02-14,2011,2
lil' kim,203,115,4,0.019704433497536946,0.034782608695652174,buy u music,2011-02-14,2011,2
lil' kim,470,263,1,0.002127659574468085,0.0038022813688212928,can't fuck with queen bee,2003-03-04,2003,3
shelene thomas,17,12,0,0.0,0.0,can't fuck with queen bee,2003-03-04,2003,3
shelene thomas],47,33,0,0.0,0.0,can't fuck with queen bee,2003-03-04,2003,3
governor,47,33,0,0.0,0.0,can't fuck with queen bee,2003-03-04,2003,3
christina aguilera,663,361,0,0.0,0.0,can't hold us down,2003-07-08,2003,7
lil' kim,239,128,0,0.0,0.0,can't hold us down,2003-07-08,2003,7
lil' kim and rich the kid,3,3,0,0.0,0.0,catch my wave,2019-10-11,2019,10
