artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
mac dre,600,384,0,0.0,0.0,punk police,0,0,0
mac dre,18,10,0,0.0,0.0,p-u-ss-y,0,0,0
sleep dank,324,196,0,0.0,0.0,rap life,2002-08-27,2002,8
mac dre,186,109,1,0.005376344086021506,0.009174311926605505,rap life,2002-08-27,2002,8
mac dre,484,310,4,0.008264462809917356,0.012903225806451613,rapper gone bad,1999-09-28,1999,9
mac dre,651,405,5,0.007680491551459293,0.012345679012345678,real niggaz,1998-04-28,1998,4
mac dre,371,236,3,0.008086253369272238,0.012711864406779662,retro dance record,2004-10-19,2004,10
mac dre,754,388,3,0.003978779840848806,0.007731958762886598,royal flush,2007-10-30,2007,10
mac dre,509,314,5,0.009823182711198428,0.01592356687898089,sac to the boonies,0,0,0
mac dre,334,190,0,0.0,0.0,same hood,2004-10-19,2004,10
mac dre,18,10,0,0.0,0.0,"say ""go""",2006-06-20,2006,6
mac dre,293,180,0,0.0,0.0,shady times,1996-12-10,1996,12
web,330,190,3,0.00909090909090909,0.015789473684210527,shady times,1996-12-10,1996,12
mac dre,413,237,0,0.0,0.0,shady times,1996-12-10,1996,12
mac dre,2,2,0,0.0,0.0,shakin the feds,0,0,0
mac dre,283,161,6,0.02120141342756184,0.037267080745341616,shakin the feds,0,0,0
x2,30,17,1,0.03333333333333333,0.058823529411764705,shakin the feds,0,0,0
goldie,174,99,1,0.005747126436781609,0.010101010101010102,shakin the feds,0,0,0
mac dre,26,16,0,0.0,0.0,shemygo remix,0,0,0
mr skrillz,862,510,4,0.004640371229698376,0.00784313725490196,shemygo remix,0,0,0
mac dre,402,233,8,0.01990049751243781,0.034334763948497854,she neva seen,2004-07-20,2004,7
mac dre,327,195,10,0.03058103975535168,0.05128205128205128,shitonaman,2003-11-04,2003,11
mac dre,105,62,0,0.0,0.0,shots out,0,0,0
khayree,105,62,0,0.0,0.0,shots out,0,0,0
mac dre,158,110,1,0.006329113924050633,0.00909090909090909,shots out,0,0,0
mac dre,615,369,9,0.014634146341463415,0.024390243902439025,shoulda been mo,0,0,0
mac dre,268,130,0,0.0,0.0,shrooms and e-pills,2007-11-27,2007,11
mac dre,576,339,13,0.022569444444444444,0.038348082595870206,since '84,2004-07-20,2004,7
mac dre,487,309,5,0.01026694045174538,0.016181229773462782,sizzlin',0,0,0
mac dre,18,10,0,0.0,0.0,snipes,0,0,0
mac dre,260,145,0,0.0,0.0,so hard,2001-11-20,2001,11
mac dre,267,154,3,0.011235955056179775,0.01948051948051948,so hard,2001-11-20,2001,11
mac dre,444,251,10,0.02252252252252252,0.0398406374501992,something you should know,2003-11-04,2003,11
mac dre,411,231,9,0.021897810218978103,0.03896103896103896,something you should know (mixed version by dj vlad),0,0,0
mac dre,411,231,9,0.021897810218978103,0.03896103896103896,somethin you should know,0,0,0
mac dre,830,456,6,0.007228915662650603,0.013157894736842105,stayin' alive,2000-05-23,2000,5
mac dre,328,177,0,0.0,0.0,street have no name,2007-11-13,2007,11
sly stone,29,11,0,0.0,0.0,street have no name,2007-11-13,2007,11
,34,19,0,0.0,0.0,stuart littles,2002-08-27,2002,8
mac dre,313,191,9,0.02875399361022364,0.04712041884816754,stuart littles,2002-08-27,2002,8
mac dre,351,197,3,0.008547008547008548,0.015228426395939087,stupid,2000-05-22,2000,5
mac dre,64,42,1,0.015625,0.023809523809523808,stupid doo doo dumb,1998-04-28,1998,4
mac dre,368,227,2,0.005434782608695652,0.00881057268722467,stupid doo doo dumb,1998-04-28,1998,4
mac mall,221,158,1,0.004524886877828055,0.006329113924050633,stupid doo doo dumb,1998-04-28,1998,4
,350,197,2,0.005714285714285714,0.01015228426395939,"stupid, pt. 1",0,0,0
mac dre,140,80,0,0.0,0.0,take yo' panties off,2001-11-20,2001,11
mac dre,231,129,2,0.008658008658008658,0.015503875968992248,take yo' panties off,2001-11-20,2001,11
vital,99,49,0,0.0,0.0,take yo' panties off,2001-11-20,2001,11
mac dre,60,42,1,0.016666666666666666,0.023809523809523808,talk big shit,0,0,0
mac dre,84,63,0,0.0,0.0,talk big shit,0,0,0
dubee,109,61,0,0.0,0.0,talk big shit,0,0,0
psd,107,64,0,0.0,0.0,talk big shit,0,0,0
sleep dank,130,80,0,0.0,0.0,talk big shit,0,0,0
mac dre,98,73,0,0.0,0.0,talk big shit,2001-02-27,2001,2
dubee,109,60,0,0.0,0.0,talk big shit,2001-02-27,2001,2
cutthoat committee,92,64,2,0.021739130434782608,0.03125,talk big shit,2001-02-27,2001,2
psd,110,65,1,0.00909090909090909,0.015384615384615385,talk big shit,2001-02-27,2001,2
sleep dank,130,80,0,0.0,0.0,talk big shit,2001-02-27,2001,2
cutthoat committee,60,42,1,0.016666666666666666,0.023809523809523808,talk big shit (alt),0,0,0
mac dre,84,63,0,0.0,0.0,talk big shit (alt),0,0,0
dubee,109,61,0,0.0,0.0,talk big shit (alt),0,0,0
psd,107,64,0,0.0,0.0,talk big shit (alt),0,0,0
sleep dank,130,80,0,0.0,0.0,talk big shit (alt),0,0,0
mac dre,72,35,1,0.013888888888888888,0.02857142857142857,tha introduction,2004-10-19,2004,10
