artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
pitbull,500,253,4,0.008,0.015810276679841896,305 anthem,2004-08-03,2004,8
lil'jon] x2,27,17,0,0.0,0.0,305 anthem,2004-08-03,2004,8
lil'jon,54,34,0,0.0,0.0,305 anthem,2004-08-03,2004,8
lil' jon,93,75,0,0.0,0.0,culo,2004-07-06,2004,7
pitbull,515,366,8,0.015533980582524271,0.02185792349726776,culo,2004-07-06,2004,7
youngbloodz (hip hop),504,270,2,0.003968253968253968,0.007407407407407408,damn!,2003-06-16,2003,6
youngbloodz lil' jon,338,130,0,0.0,0.0,damn!,2003-06-16,2003,6
ying yang twins,76,39,0,0.0,0.0,drop a little lower,0,0,0
baby d,72,41,0,0.0,0.0,drop a little lower,0,0,0
baby d,225,131,0,0.0,0.0,drop a little lower,0,0,0
uncredited female,86,48,1,0.011627906976744186,0.020833333333333332,drop a little lower,0,0,0
petey pablo,777,417,3,0.003861003861003861,0.007194244604316547,freek-a-leek,2003-12-16,2003,12
petey pablo,26,23,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
daddy yankee,147,134,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
daddy yankee,406,373,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
lil jon,391,350,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
glory,106,98,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
pitbull,156,138,0,0.0,0.0,gasolina (remix),2004-07-13,2004,7
n.o.r.e.,118,80,2,0.01694915254237288,0.025,gasolina (remix),2004-07-13,2004,7
pitbull,637,435,3,0.004709576138147566,0.006896551724137931,i know you want me (calle ocho),2009-05-25,2009,5
trick-trick,54,29,2,0.037037037037037035,0.06896551724137931,let it fly,2008-11-11,2008,11
lil jon,125,60,0,0.0,0.0,let it fly,2008-11-11,2008,11
trick trick,126,88,3,0.023809523809523808,0.03409090909090909,let it fly,2008-11-11,2008,11
ice cube,127,72,1,0.007874015748031496,0.013888888888888888,let it fly,2008-11-11,2008,11
ice cube trick,59,31,2,0.03389830508474576,0.06451612903225806,let it fly,2008-11-11,2008,11
lil scrappy,322,181,2,0.006211180124223602,0.011049723756906077,no problem,2009-06-16,2009,6
oobie,300,149,0,0.0,0.0,one night stand,2004-11-16,2004,11
lil jon,111,69,0,0.0,0.0,one night stand,2004-11-16,2004,11
lil jon & the east side boyz,123,64,0,0.0,0.0,one night stand,2004-11-16,2004,11
big sam,89,58,2,0.02247191011235955,0.034482758620689655,one night stand,2004-11-16,2004,11
bomani armah,399,297,8,0.020050125313283207,0.026936026936026935,read a book,0,0,0
pitbull,443,319,0,0.0,0.0,toma,2005-02-01,2005,2
lil'jon,42,23,0,0.0,0.0,toma,2005-02-01,2005,2
pitbull,75,54,3,0.04,0.05555555555555555,watagatapitusberry (remix),2010-03-09,2010,3
sensato,344,272,8,0.023255813953488372,0.029411764705882353,watagatapitusberry (remix),2010-03-09,2010,3
djay,566,306,4,0.007067137809187279,0.013071895424836602,whoop that trick,2005-07-12,2005,7
juvenile,667,298,3,0.004497751124437781,0.010067114093959731,why not,0,0,0
skip,150,68,0,0.0,0.0,why not,0,0,0
ashanti,236,105,0,0.0,0.0,always on time,2001-10-30,2001,10
ja rule,409,224,0,0.0,0.0,always on time,2001-10-30,2001,10
ja rule,18,9,0,0.0,0.0,always on time,2001-10-30,2001,10
irv gotti,166,92,0,0.0,0.0,atl tales/ride wit me,2004-07-20,2004,7
lloyd,584,305,1,0.0017123287671232876,0.003278688524590164,atl tales/ride wit me,2004-07-20,2004,7
ronald isley,190,111,0,0.0,0.0,daddy's little baby,1999-06-01,1999,6
ja rule,463,255,1,0.0021598272138228943,0.00392156862745098,daddy's little baby,1999-06-01,1999,6
ja rule,6,6,0,0.0,0.0,furious,0,0,0
ja rule,578,357,1,0.0017301038062283738,0.0028011204481792717,furious,0,0,0
vita,296,180,0,0.0,0.0,furious,0,0,0
o1,448,272,0,0.0,0.0,furious,0,0,0
ja rule,165,69,0,0.0,0.0,intro,2000-10-10,2000,10
ja rule,64,36,0,0.0,0.0,intro (fuck fame),2012-02-28,2012,2
leah siegal,44,19,0,0.0,0.0,intro (fuck fame),2012-02-28,2012,2
ja rule,66,42,0,0.0,0.0,intro (fuck fame),2012-02-28,2012,2
,2,2,0,0.0,0.0,intro (fuck fame),2012-02-28,2012,2
ja rule,623,290,0,0.0,0.0,judas,2009-07-31,2009,7
ja rule,572,307,1,0.0017482517482517483,0.003257328990228013,lost little girl,2001-10-02,2001,10
ja rule,22,10,0,0.0,0.0,my mind right,2000-08-29,2000,8
memphis bleek,483,249,1,0.002070393374741201,0.004016064257028112,my mind right,2000-08-29,2000,8
lil mo,211,101,0,0.0,0.0,put it on me (radio remix),2000-10-10,2000,10
ja rule,721,302,0,0.0,0.0,put it on me (radio remix),2000-10-10,2000,10
lil' mo,740,310,2,0.002702702702702703,0.0064516129032258064,put it on me (radio remix),2000-10-10,2000,10
vita,180,90,2,0.011111111111111112,0.022222222222222223,put it on me (radio remix),2000-10-10,2000,10
ashanti,565,296,0,0.0,0.0,rain on me (remix),0,0,0
hussein fatal,80,44,0,0.0,0.0,rain on me (remix),0,0,0
ja rule,155,89,0,0.0,0.0,rain on me (remix),0,0,0
ja rule,6,6,0,0.0,0.0,real life fantasy,2012-02-28,2012,2
ja rule,260,141,0,0.0,0.0,real life fantasy,2012-02-28,2012,2
anita louise,75,27,0,0.0,0.0,real life fantasy,2012-02-28,2012,2
anita louise,62,38,0,0.0,0.0,the wrap (freestyle),0,0,0
ja rule,628,357,0,0.0,0.0,the wrap (freestyle),0,0,0
breezy lovejoy,43,20,0,0.0,0.0,bitch,0,0,0
dumbfoundead,388,202,1,0.002577319587628866,0.0049504950495049506,bitch,0,0,0
breezy lovejoy,339,191,3,0.008849557522123894,0.015706806282722512,cell phone,2012-04-06,2012,4
dumbfoundead,242,133,5,0.02066115702479339,0.03759398496240601,cell phone,2012-04-06,2012,4
wax,236,111,0,0.0,0.0,cell phone,2012-04-06,2012,4
dumbfoundead,242,134,6,0.024793388429752067,0.04477611940298507,drinking alone,2012-10-16,2012,10
breezy lovejoy,70,29,2,0.02857142857142857,0.06896551724137931,drinking alone,2012-10-16,2012,10
x4,26,11,1,0.038461538461538464,0.09090909090909091,drinking alone,2012-10-16,2012,10
oates,70,34,0,0.0,0.0,rich girl,1977-01-22,1977,1
hall,70,34,0,0.0,0.0,rich girl,1977-01-22,1977,1
watsky,305,147,3,0.009836065573770493,0.02040816326530612,rich girl,1977-01-22,1977,1
wyclef jean,5,3,0,0.0,0.0,fast car,2007-12-04,2007,12
wyclef,253,140,0,0.0,0.0,fast car,2007-12-04,2007,12
paul simon,96,42,0,0.0,0.0,fast car,2007-12-04,2007,12
wyclef jean,2,2,0,0.0,0.0,grind for it,0,0,0
mb4,565,326,4,0.007079646017699115,0.012269938650306749,grind for it,0,0,0
wyclef jean,139,77,0,0.0,0.0,if i was president (dave chappelle version),0,0,0
dj muggs,666,379,6,0.009009009009009009,0.0158311345646438,john 3:16,1997-03-04,1997,3
dj muggs,36,18,4,0.1111111111111111,0.2222222222222222,learn chinese,0,0,0
jin tha mc,628,382,11,0.01751592356687898,0.028795811518324606,learn chinese,0,0,0
wyclef jean,100,85,0,0.0,0.0,maria maria,1999-11-23,1999,11
david mcrae,266,154,1,0.0037593984962406013,0.006493506493506494,maria maria,1999-11-23,1999,11
santana,73,71,0,0.0,0.0,maria maria,1999-11-23,1999,11
wyclef,24,19,0,0.0,0.0,maria maria,1999-11-23,1999,11
wyclef jean,45,31,0,0.0,0.0,rihanna's gun,2012-01-31,2012,1
movado,45,31,0,0.0,0.0,rihanna's gun,2012-01-31,2012,1
cris cab,321,176,0,0.0,0.0,rihanna's gun,2012-01-31,2012,1
cris cab,185,98,7,0.03783783783783784,0.07142857142857142,rihanna's gun,2012-01-31,2012,1
mavado,65,33,0,0.0,0.0,rihanna's gun,2012-01-31,2012,1
wyclef jean,376,212,1,0.0026595744680851063,0.0047169811320754715,riot,2007-12-04,2007,12
sizzla],118,61,0,0.0,0.0,riot,2007-12-04,2007,12
wyclef,118,61,0,0.0,0.0,riot,2007-12-04,2007,12
serj tankian,90,51,2,0.022222222222222223,0.0392156862745098,riot,2007-12-04,2007,12
wyclef jean,58,29,0,0.0,0.0,riot,2007-12-04,2007,12
wyclef jean,791,441,0,0.0,0.0,thug angels,2000-08-22,2000,8
wyclef jean,83,36,0,0.0,0.0,angels (remix),0,0,0
eye2eye (rap),428,209,0,0.0,0.0,angels (remix),0,0,0
p.diddy,135,75,1,0.007407407407407408,0.013333333333333334,bad boys for life,0,0,0
diddy,38,24,0,0.0,0.0,bad boys for life,0,0,0
black rob,156,96,0,0.0,0.0,bad boys for life,0,0,0
mark curry,160,104,1,0.00625,0.009615384615384616,bad boys for life,0,0,0
p. diddy over hook,55,38,0,0.0,0.0,bad boys for life,0,0,0
shyne,607,372,2,0.0032948929159802307,0.005376344086021506,bad boyz,2000-05-27,2000,5
p. diddy,63,44,0,0.0,0.0,dem boyz,0,0,0
boyz n da hood,706,467,2,0.0028328611898017,0.004282655246252677,dem boyz,0,0,0
cassie,489,203,0,0.0,0.0,me & u,2006-05-16,2006,5
cassie,3,3,0,0.0,0.0,dirty money,2011-02-14,2011,2
diddy,354,193,2,0.005649717514124294,0.010362694300518135,dirty money,2011-02-14,2011,2
diddy,632,280,1,0.0015822784810126582,0.0035714285714285713,satisfy you,1999-08-24,1999,8
jay electronica,94,49,0,0.0,0.0,the ghost of christopher wallace,0,0,0
jay electronica,277,169,2,0.007220216606498195,0.011834319526627219,the ghost of christopher wallace,0,0,0
jay electronica,9,8,0,0.0,0.0,big daddy,1997-04-22,1997,4
heavy d,436,243,5,0.011467889908256881,0.0205761316872428,big daddy,1997-04-22,1997,4
daley (rapper),323,173,3,0.009287925696594427,0.017341040462427744,feel it in the air,0,0,0
swizz beatz,203,128,4,0.019704433497536946,0.03125,everyday (coolin'),2011-03-28,2011,3
eve,64,46,0,0.0,0.0,everyday (coolin'),2011-03-28,2011,3
eve,760,350,0,0.0,0.0,love is blind,1999-08-31,1999,8
eve,446,225,0,0.0,0.0,make it out this town,2013-02-26,2013,2
beanie sigel,502,267,3,0.00597609561752988,0.011235955056179775,remember them days,2000-02-29,2000,2
eve,219,123,0,0.0,0.0,remember them days,2000-02-29,2000,2
eve,337,198,1,0.002967359050445104,0.005050505050505051,she bad bad,2013-05-14,2013,5
damian marley,444,255,3,0.006756756756756757,0.011764705882352941,where is the love,2001-09-11,2001,9
eve,277,133,1,0.0036101083032490976,0.007518796992481203,where is the love,2001-09-11,2001,9
eve,864,451,0,0.0,0.0,"you had me, you lost me",2001-03-06,2001,3
eve,15,8,0,0.0,0.0,"you, me, and she",2001-12-18,2001,12
ruff ryders,467,216,1,0.0021413276231263384,0.004629629629629629,"you, me, and she",2001-12-18,2001,12
ruff ryders,15,7,0,0.0,0.0,blue money,0,0,0
show banga,250,170,14,0.056,0.08235294117647059,blue money,0,0,0
