food_word,food_word_count,artist,food_word_value,food_word_total,song,release_date,release_year,release_month,food_category_description
cheese,1,will smith,1,1,block party,2002-06-25,2002,6,Dairy and Egg Products
steak,1,will smith,1,1,block party,2002-06-25,2002,6,Beef Products
bread,1,angie stone,1,1,brotha,2001-10-16,2001,10,Baked Products
sliced bread,1,angie stone,1,1,brotha,2001-10-16,2001,10,
candy,4,will smith,1,4,candy,0,0,0,Sweets
reeses,1,will smith,1,1,candy,0,0,0,Sweets
kitkat,1,will smith,1,1,candy,0,0,0,
jawbreaker,1,will smith,1,1,candy,0,0,0,
peppermint,1,will smith,1,1,candy,0,0,0,Spices and Herbs
hershey,1,will smith,1,1,candy,0,0,0,Sweets
mm,1,will smith,1,1,candy,0,0,0,
starburst,1,will smith,1,1,candy,0,0,0,
milky,1,will smith,1,1,candy,0,0,0,
reeses piece,1,will smith,1,1,candy,0,0,0,
milky way,1,will smith,1,1,candy,0,0,0,
charleston chew,1,will smith,2,2,candy,0,0,0,
drink,1,david ayer,1,1,can everyone see this trippy stuff,0,0,0,
espresso,1,david ayer,1,1,can everyone see this trippy stuff,0,0,0,Beverages
honey,1,dj jazzy jeff & the fresh prince,1,1,can't wait to be with you,0,0,0,Sweets
drink,1,dj jazzy jeff & the fresh prince,1,1,can't wait to be with you,0,0,0,
barbecue,1,independence day,1,1,captain hiller dragging an alien through the desert,0,0,0,"Soups, Sauces, and Gravies"
pit,1,dj jazzy jeff & the fresh prince,1,1,caught in the middle,1991-07-23,1991,7,
burger,1,dj jazzy jeff & the fresh prince,1,1,charlie mack (the first out the limo),1988-03-29,1988,3,
burger king,1,dj jazzy jeff & the fresh prince,1,1,charlie mack (the first out the limo),1988-03-29,1988,3,Fast Foods
drinking,1,will smith,1,1,coming to the stage,0,0,0,Beverages
drink,1,will smith,1,1,coming to the stage,0,0,0,
drink,1,dj jazzy jeff & the fresh prince,1,1,don't even try it,1987-03-19,1987,3,
juice,1,dj jazzy jeff & the fresh prince,1,1,don't even try it,1987-03-19,1987,3,Baby Foods
popcorn,1,will smith,1,1,don't say nothin',1997-11-25,1997,11,Snacks
steak,1,will smith,1,1,don't say nothin',1997-11-25,1997,11,Beef Products
ice,1,will smith,1,1,don't say nothin',1997-11-25,1997,11,
carrot,1,will smith,1,1,don't say nothin',1997-11-25,1997,11,Vegetables and Vegetable Products
juice,1,dj jazzy jeff & the fresh prince,1,1,dumb dancin',1991-07-23,1991,7,Baby Foods
chiquita,1,bad bunny,1,1,está rico,2018-09-28,2018,9,
food,1,dj jazzy jeff & the fresh prince,1,1,everything that glitters (ain't always gold),1989-10-31,1989,10,
mint,1,dj jazzy jeff & the fresh prince,1,1,everything that glitters (ain't always gold),1989-10-31,1989,10,
stew,1,dj jazzy jeff & the fresh prince,1,1,everything that glitters (ain't always gold),1989-10-31,1989,10,American Indian/Alaska Native Foods
cooking,1,dj jazzy jeff & the fresh prince,1,1,everything that glitters (ain't always gold),1989-10-31,1989,10,Beverages
honey,1,black mozart  (other),1,1,fatherless child,2019-01-05,2019,1,Sweets
drink,1,black mozart  (other),1,1,fatherless child,2019-01-05,2019,1,
pizza,1,black mozart  (other),1,1,fatherless child,2019-01-05,2019,1,Fast Foods
provolone,1,black mozart  (other),1,1,fatherless child,2019-01-05,2019,1,Dairy and Egg Products
cheese,1,black mozart  (other),1,1,fatherless child,2019-01-05,2019,1,Dairy and Egg Products
drinking,2,will smith,1,2,freak accident,2018-03-17,2018,3,Beverages
goose,1,will smith,1,1,freak accident,2018-03-17,2018,3,Poultry Products
cream,1,will smith,1,1,freakin' it,2000-03-22,2000,3,Dairy and Egg Products
drinking,1,dj jazzy jeff & the fresh prince,1,1,fresh prince of bel-air,1992-09-21,1992,9,Beverages
orange,1,dj jazzy jeff & the fresh prince,1,1,fresh prince of bel-air,1992-09-21,1992,9,Fruits and Fruit Juices
juice,1,dj jazzy jeff & the fresh prince,1,1,fresh prince of bel-air,1992-09-21,1992,9,Baby Foods
champagne,1,dj jazzy jeff & the fresh prince,1,1,fresh prince of bel-air,1992-09-21,1992,9,
orange juice,1,dj jazzy jeff & the fresh prince,-1,-1,fresh prince of bel-air,1992-09-21,1992,9,Fruits and Fruit Juices
restaurant,1,genie will smith,1,1,friend like me,2019-05-22,2019,5,Restaurant Foods
baklava,1,genie will smith,1,1,friend like me,2019-05-22,2019,5,
honey,2,will smith,1,2,gettin' jiggy wit it,1998-01-27,1998,1,Sweets
flavor,1,will smith,1,1,gettin' jiggy wit it,1998-01-27,1998,1,
cream,1,will smith,1,1,gettin' jiggy wit it,1998-01-27,1998,1,Dairy and Egg Products
tequila,1,dj jazzy jeff & the fresh prince,1,1,girls ain’t nothing but trouble,0,0,0,
drink,1,dj jazzy jeff & the fresh prince,1,1,girls ain’t nothing but trouble,0,0,0,
wine,1,dj jazzy jeff & the fresh prince,1,1,girls ain’t nothing but trouble,0,0,0,Beverages
ice,1,the fresh prince dj jazzy jeff,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
ice,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
sugar,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,Sweets
tequila,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
drink,2,the fresh prince,1,2,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
wine,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,Beverages
tasty,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
doublemint,1,the fresh prince,1,1,girls ain't nothing but trouble (original 1986 version),1986-01-01,1986,1,
sushi,1,will smith,1,1,got to be real,0,0,0,
ice,1,will smith,1,1,got to be real,0,0,0,
water,1,will smith,1,1,got to be real,0,0,0,Beverages
ice,1,dj jazzy jeff & the fresh prince,1,1,guys ain't nothing but trouble,1987-03-19,1987,3,
ice,2,and dj jazzy jeff,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,
ice,2,ice cream tee,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,
ice,2,will smith,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,
ice,2,ice cream tee and will smith,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,
cream,1,dj jazzy jeff & the fresh prince,1,1,guys ain't nothing but trouble,1987-03-19,1987,3,Dairy and Egg Products
cream,2,and dj jazzy jeff,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,Dairy and Egg Products
cream,2,ice cream tee,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,Dairy and Egg Products
cream,2,will smith,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,Dairy and Egg Products
cream,2,ice cream tee and will smith,1,2,guys ain't nothing but trouble,1987-03-19,1987,3,Dairy and Egg Products
bacardi,1,ice cream tee and will smith,1,1,guys ain't nothing but trouble,1987-03-19,1987,3,
ice cream,1,dj jazzy jeff & the fresh prince,-1,-1,guys ain't nothing but trouble,1987-03-19,1987,3,Sweets
ice cream,2,and dj jazzy jeff,-1,-2,guys ain't nothing but trouble,1987-03-19,1987,3,Sweets
ice cream,2,ice cream tee,-1,-2,guys ain't nothing but trouble,1987-03-19,1987,3,Sweets
ice cream,2,will smith,-1,-2,guys ain't nothing but trouble,1987-03-19,1987,3,Sweets
ice cream,2,ice cream tee and will smith,-1,-2,guys ain't nothing but trouble,1987-03-19,1987,3,Sweets
honey,1,will smith,1,1,here he comes,2005-03-29,2005,3,Sweets
water,1,dj jazzy jeff & the fresh prince,1,1,"he's the dj, i'm the rapper",1988-03-29,1988,3,Beverages
turkey,1,dj jazzy jeff & the fresh prince,1,1,"he's the dj, i'm the rapper",1988-03-29,1988,3,Poultry Products
chicken,1,dj jazzy jeff & the fresh prince,1,1,"he's the dj, i'm the rapper",1988-03-29,1988,3,Poultry Products
grape,1,david ayer,1,1,hey craziness,0,0,0,Vegetables and Vegetable Products
soda,1,david ayer,1,1,hey craziness,0,0,0,Baked Products
ice,1,david ayer,1,1,hey craziness,0,0,0,
honey,1,david ayer,1,1,hey craziness,0,0,0,Sweets
grape soda,1,david ayer,-1,-1,hey craziness,0,0,0,Beverages
food,1,will smith,1,1,hey sexy lady (dancehall remix),2002-11-14,2002,11,
ice,1,will smith,1,1,how da beat goes on,2002-10-25,2002,10,
honey,1,will smith,1,1,i can't stop,0,0,0,Sweets
rose,1,jaden smith,1,1,icon (reggaeton remix),2018-06-11,2018,6,Beverages
tequila,1,will smith,1,1,icon (reggaeton remix),2018-06-11,2018,6,
food,1,will smith,1,1,i loved you,0,0,0,
bean,1,will smith,1,1,i'm all that,1991-07-23,1991,7,Legumes and Legume Products
honey,1,dj jazzy jeff & the fresh prince,1,1,i'm all that,1991-07-23,1991,7,Sweets
coffee,1,dj jazzy jeff & the fresh prince,1,1,i'm all that,1991-07-23,1991,7,Beverages
honey,1,dj jazzy jeff & the fresh prince,1,1,i'm looking for the one (to be with me),1993-10-12,1993,10,Sweets
beef,5,will smith,1,5,interlude,0,0,0,Beef Products
stew,1,will smith,1,1,interlude,0,0,0,American Indian/Alaska Native Foods
peeled,1,will smith,1,1,interlude,0,0,0,Nut and Seed Products
beef stew,1,will smith,-1,-1,interlude,0,0,0,"Meals, Entrees, and Side Dishes"
drink,1,david ayer,1,1,i promised my friends,0,0,0,
coffee,1,david ayer,1,1,i promised my friends,0,0,0,Beverages
burger,1,david ayer,1,1,i promised my friends,0,0,0,
food,1,david ayer,1,1,i promised my friends,0,0,0,
espresso,1,david ayer,1,1,i promised my friends,0,0,0,Beverages
restaurant,1,david ayer,1,1,i promised my friends,0,0,0,Restaurant Foods
pike,1,david ayer,1,1,i promised my friends,0,0,0,Finfish and Shellfish Products
curry,1,david ayer,1,1,i promised my friends,0,0,0,
candy,1,billy ocean,1,1,i sleep much better (in someone else's bed),0,0,0,Sweets
ice,1,prince,1,1,i think i can beat mike tyson,1989-10-31,1989,10,
ice,1,jeff,1,1,i think i can beat mike tyson,1989-10-31,1989,10,
rib,1,dj jazzy jeff & the fresh prince,1,1,i think i can beat mike tyson,1989-10-31,1989,10,Beef Products
rib,1,prince and jeff as old men,1,1,i think i can beat mike tyson,1989-10-31,1989,10,Beef Products
drink,1,lawrence the barber,1,1,i think i can beat mike tyson,1989-10-31,1989,10,
drink,1,fresh prince,1,1,i think i can beat mike tyson,1989-10-31,1989,10,
water,1,lawrence the barber,1,1,i think i can beat mike tyson,1989-10-31,1989,10,Beverages
water,1,fresh prince,1,1,i think i can beat mike tyson,1989-10-31,1989,10,Beverages
pie,1,will smith,1,1,it's all good,0,0,0,Baked Products
cream,1,will smith,1,1,it's all good,0,0,0,Dairy and Egg Products
water,1,dj jazzy jeff & the fresh prince,1,1,i want to assemble a task force,0,0,0,Beverages
water,1,david ayer,1,1,i want to assemble a task force,0,0,0,Beverages
burrito,1,david ayer,1,1,i want to assemble a task force,0,0,0,Fast Foods
beer,1,david ayer,1,1,i want to assemble a task force,0,0,0,Beverages
meal,1,david ayer,1,1,i want to assemble a task force,0,0,0,Baked Products
cookie,2,david ayer,1,2,i want to assemble a task force,0,0,0,Baked Products
meat,1,david ayer,1,1,i want to assemble a task force,0,0,0,Baby Foods
ice,1,will smith,1,1,i wish i made that/swagga,2005-03-29,2005,3,
fish,1,will smith,1,1,i wish i made that/swagga,2005-03-29,2005,3,Finfish and Shellfish Products
ice,1,dj jazzy jeff & the fresh prince,1,1,just crusin',0,0,0,
bean,1,dj jazzy jeff & the fresh prince,1,1,just crusin',0,0,0,Legumes and Legume Products
cooking,1,will smith,1,1,just crusin',0,0,0,Beverages
breakfast,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Baked Products
snack,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Snacks
tasty,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,
cake,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Baked Products
orange,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Fruits and Fruit Juices
juice,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Baby Foods
nut,1,dj jazzy jeff & the fresh prince,1,1,just one of those days,1987-03-19,1987,3,Nut and Seed Products
orange juice,1,dj jazzy jeff & the fresh prince,-1,-1,just one of those days,1987-03-19,1987,3,Fruits and Fruit Juices
ice,1,trey smith,1,1,keith b-real iii (interlude),0,0,0,
oil,1,trey smith,1,1,keith b-real iii (interlude),0,0,0,Fats and Oils
ice,1,trey smith,1,1,keith b-real i (interlude),0,0,0,
fry,1,trey smith,1,1,let's get busy baby,1988-03-29,1988,3,
rose,1,dj jazzy jeff & the fresh prince,1,1,let's get busy baby,1988-03-29,1988,3,Beverages
wine,1,dj jazzy jeff & the fresh prince,1,1,let's get busy baby,1988-03-29,1988,3,Beverages
goldfish,1,dj jazzy jeff & the fresh prince,1,1,let's get busy baby,1988-03-29,1988,3,Baked Products
honey,1,dj jazzy jeff & the fresh prince,1,1,let's get busy baby,1988-03-29,1988,3,Sweets
water,1,will smith,1,1,lovely daze,0,0,0,Beverages
rose,1,dj jazzy jeff & the fresh prince,1,1,lovely daze,0,0,0,Beverages
candy,1,dj jazzy jeff & the fresh prince,1,1,lovely daze,0,0,0,Sweets
homemade,1,dj jazzy jeff & the fresh prince,1,1,lovely daze,0,0,0,Cereal Grains and Pasta
champagne,1,will smith,1,1,lost & found,2005-03-29,2005,3,
water,1,will smith,1,1,lovely daze,0,0,0,Beverages
rose,1,will smith,1,1,lovely daze,0,0,0,Beverages
candy,1,will smith,1,1,lovely daze,0,0,0,Sweets
homemade,1,will smith,1,1,lovely daze,0,0,0,Cereal Grains and Pasta
rose,1,will smith,1,1,maybe,2002-10-25,2002,10,Beverages
pan,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
scramble,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,
milky,3,sony pictures,1,3,men in black script,1997-07-04,1997,7,
steak,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Beef Products
fruit,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,Baby Foods
watermelon,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Fruits and Fruit Juices
sugar,9,sony pictures,1,9,men in black script,1997-07-04,1997,7,Sweets
water,11,sony pictures,1,11,men in black script,1997-07-04,1997,7,Beverages
pit,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,
restaurant,7,sony pictures,1,7,men in black script,1997-07-04,1997,7,Restaurant Foods
popcorn,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Snacks
broccoli,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Vegetables and Vegetable Products
beef,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Beef Products
beer,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Beverages
egg,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Dairy and Egg Products
tequila,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
sauce,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,"Soups, Sauces, and Gravies"
coffee,8,sony pictures,1,8,men in black script,1997-07-04,1997,7,Beverages
drink,3,sony pictures,1,3,men in black script,1997-07-04,1997,7,
decaf,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
cinnamon,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Baked Products
cream,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,Dairy and Egg Products
vegetable,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Baby Foods
rice,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Cereal Grains and Pasta
stewed,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Poultry Products
tomato,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Vegetables and Vegetable Products
squid,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,Finfish and Shellfish Products
lemonade,3,sony pictures,1,3,men in black script,1997-07-04,1997,7,Beverages
ice,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
apple,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Fruits and Fruit Juices
orchard,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
meat,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Baby Foods
snack,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Snacks
food,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,
batter,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Poultry Products
dessert,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Baby Foods
juice,3,sony pictures,1,3,men in black script,1997-07-04,1997,7,Baby Foods
bean,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,Legumes and Legume Products
creamy,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,Legumes and Legume Products
chinese restaurant,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,Restaurant Foods
egg roll,1,sony pictures,1,1,men in black script,1997-07-04,1997,7,"Meals, Entrees, and Side Dishes"
stewed tomato,1,sony pictures,-1,-1,men in black script,1997-07-04,1997,7,
milky way,2,sony pictures,1,2,men in black script,1997-07-04,1997,7,
salsa,1,will smith,1,1,miami,1998-11-23,1998,11,"Soups, Sauces, and Gravies"
dough,1,will smith,1,1,miami,1998-11-23,1998,11,
cheese,1,will smith,1,1,miami,1998-11-23,1998,11,Dairy and Egg Products
water,1,will smith,1,1,miami,1998-11-23,1998,11,Beverages
meringue,1,will smith,1,1,miami mix,0,0,0,
cheese,1,will smith,1,1,miami mix,0,0,0,Dairy and Egg Products
water,1,will smith,1,1,miami mix,0,0,0,Beverages
cheese,1,matoma,1,1,miami (remix),0,0,0,Dairy and Egg Products
water,1,matoma,1,1,miami (remix),0,0,0,Beverages
food,1,will smith tra-knox,1,1,momma knows,2002-10-25,2002,10,
ice,1,will smith,1,1,ms. holy roller,2005-03-29,2005,3,
honey,1,will smith,1,1,nod ya head (the remix),0,0,0,Sweets
drink,1,will smith,1,1,no more,0,0,0,
ice,2,will smith,1,2,no more,0,0,0,
cream,2,will smith,1,2,no more,0,0,0,Dairy and Egg Products
ice cream,2,will smith,-1,-2,no more,0,0,0,Sweets
mimosa,1,will smith,1,1,nothin' on my mind (bonus track),2002-10-25,2002,10,
gravy,1,will smith,1,1,nothin' on my mind (bonus track),2002-10-25,2002,10,"Soups, Sauces, and Gravies"
sour,1,justin bieber,1,1,never say never,2010-06-08,2010,6,Fruits and Fruit Juices
sour,1,jaden smith,1,1,never say never,2010-06-08,2010,6,Fruits and Fruit Juices
ice,1,justin bieber,1,1,never say never,2010-06-08,2010,6,
ice,1,jaden smith,1,1,never say never,2010-06-08,2010,6,
water,1,justin bieber,1,1,never say never,2010-06-08,2010,6,Beverages
water,1,jaden smith,1,1,never say never,2010-06-08,2010,6,Beverages
mcdonalds,1,dj jazzy jeff & the fresh prince,1,1,parents just don't understand,1988-02-17,1988,2,Fast Foods
fry,1,dj jazzy jeff & the fresh prince,1,1,parents just don't understand,1988-02-17,1988,2,
food,1,will smith,1,1,party starter (freshman remix),0,0,0,
food,1,will smith,1,1,party starter - radio edit,0,0,0,
rocky road,1,dj jazzy jeff & the fresh prince,2,2,ring my bell,1991-09-13,1991,9,
rocky road,1,dj jazzy jeff & the fresh prince,2,2,ring my bell,0,0,0,
drink,1,dj jazzy jeff & the fresh prince,1,1,rock the house,1987-04-07,1987,4,
bacardi,1,dj jazzy jeff & the fresh prince,1,1,rock the house,1987-04-07,1987,4,
water,2,dj jazzy jeff & the fresh prince,1,2,rock the house,1987-04-07,1987,4,Beverages
honey,1,will smith,1,1,scary story,2005-03-29,2005,3,Sweets
cream,1,dj jazzy jeff & the fresh prince,1,1,scream,0,0,0,Dairy and Egg Products
grasshopper,1,dj jazzy jeff & the fresh prince,1,1,scream,0,0,0,
rye,2,john guare,1,2,six degrees of separation - findings from the book: the catcher in the rye,1993-01-01,1993,1,Baked Products
tangerine,1,john guare,1,1,six degrees of separation - more on salinger's the catcher in the rye,1993-01-01,1993,1,Fruits and Fruit Juices
pork,1,john guare,1,1,six degrees of separation - more on salinger's the catcher in the rye,1993-01-01,1993,1,Pork Products
pork chop,1,john guare,1,1,six degrees of separation - more on salinger's the catcher in the rye,1993-01-01,1993,1,
honey,1,dj jazzy jeff & the fresh prince,1,1,summertime,1991-07-23,1991,7,Sweets
water,1,dj jazzy jeff & the fresh prince,1,1,summertime,1991-07-23,1991,7,Beverages
barbecue,1,dj jazzy jeff & the fresh prince,1,1,summertime,1991-07-23,1991,7,"Soups, Sauces, and Gravies"
water,1,richard cheese,1,1,summertime,0,0,0,Beverages
drink,1,will smith,1,1,switch,2005-02-15,2005,2,
drink,1,will smith,1,1,switch (...r&b remix),2005-03-29,2005,3,
drink,1,will smith] *elephant man,1,1,switch (...reggae remix),2005-03-29,2005,3,
drink,1,will smith,1,1,switch (reggae remix) (radio),0,0,0,
water,2,the fresh prince,1,2,task force x activated,0,0,0,Beverages
rice,1,david ayer,1,1,task force x activated,0,0,0,Cereal Grains and Pasta
grain,1,david ayer,1,1,task force x activated,0,0,0,
turkey,1,will smith,1,1,tell me why,2005-03-29,2005,3,Poultry Products
bacon,1,will smith,1,1,tell me why,2005-03-29,2005,3,Pork Products
rice,1,will smith,1,1,tell me why,2005-03-29,2005,3,Cereal Grains and Pasta
french toast,1,will smith,1,1,tell me why,2005-03-29,2005,3,Baked Products
turkey bacon,1,will smith,-1,-1,tell me why,2005-03-29,2005,3,
honey,1,the fresh prince,1,1,the girlie had a mustache,1989-10-31,1989,10,Sweets
restaurant,1,dj jazzy jeff & the fresh prince,1,1,the men of your dreams,1989-10-31,1989,10,Restaurant Foods
lamb,1,dj jazzy jeff & the fresh prince,1,1,then she bit me,1989-10-31,1989,10,"Lamb, Veal, and Game Products"
water,1,dj jazzy jeff & the fresh prince,1,1,then she bit me,1989-10-31,1989,10,Beverages
hickory,1,dj jazzy jeff & the fresh prince,1,1,then she bit me,1989-10-31,1989,10,
honey,1,david ayer,1,1,the worst of the worst,0,0,0,Sweets
meal,1,david ayer,1,1,the worst of the worst,0,0,0,Baked Products
chocolate,1,david ayer,1,1,the worst of the worst,0,0,0,Sweets
strawberry,1,david ayer,1,1,the worst of the worst,0,0,0,Dairy and Egg Products
vanilla,1,david ayer,1,1,the worst of the worst,0,0,0,Sweets
restaurant,1,david ayer,1,1,the worst of the worst,0,0,0,Restaurant Foods
meal replacement,1,david ayer,1,1,the worst of the worst,0,0,0,Beverages
chocolate strawberry,1,david ayer,-1,-1,the worst of the worst,0,0,0,
tasty,1,dj jazzy jeff & the fresh prince,1,1,this boy is smooth,1991-07-23,1991,7,
