artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
snoop dogg,130,53,0,0.0,0.0,so misinformed,2019-08-16,2019,8
slick rick,449,264,1,0.0022271714922048997,0.003787878787878788,so misinformed,2019-08-16,2019,8
snoop dogg,277,157,1,0.0036101083032490976,0.006369426751592357,so misinformed,2019-08-16,2019,8
wc & daz dillinger,614,383,2,0.003257328990228013,0.005221932114882507,stay out the way,2013-06-19,2013,6
pimp c,44,30,1,0.022727272727272728,0.03333333333333333,steal your mind,2009-03-26,2009,3
,686,388,2,0.0029154518950437317,0.005154639175257732,steal your mind,2009-03-26,2009,3
bun b pimp c,92,56,0,0.0,0.0,steal your mind,2009-03-26,2009,3
snoop dogg,10,9,0,0.0,0.0,steal your mind,2009-03-26,2009,3
ric rock,69,34,0,0.0,0.0,sticky fingers,2001-07-31,2001,7
tha eastsidaz,421,247,1,0.0023752969121140144,0.004048582995951417,sticky fingers,2001-07-31,2001,7
ric rock] kokane,51,24,0,0.0,0.0,sticky fingers,2001-07-31,2001,7
kokane,13,6,0,0.0,0.0,sticky fingers,2001-07-31,2001,7
snoop dogg,173,91,1,0.005780346820809248,0.01098901098901099,st. ides in the lbc,0,0,0
snoop dogg,857,523,3,0.003500583430571762,0.0057361376673040155,still a g thang,1998-07-03,1998,7
snoop dogg,210,107,0,0.0,0.0,still palm trees (g-mix),2017-04-17,2017,4
meechy darko,256,148,0,0.0,0.0,still palm trees (g-mix),2017-04-17,2017,4
zombie juice,162,89,1,0.006172839506172839,0.011235955056179775,still palm trees (g-mix),2017-04-17,2017,4
erick arc elliot,127,62,0,0.0,0.0,still palm trees (g-mix),2017-04-17,2017,4
flatbush zombies,35,22,0,0.0,0.0,still palm trees (g-mix),2017-04-17,2017,4
snoop dogg,363,198,1,0.0027548209366391185,0.005050505050505051,stoner's anthem,2011-10-31,2011,10
snoop dogg,622,373,0,0.0,0.0,stoplight,2002-11-26,2002,11
snoop dogg,78,41,0,0.0,0.0,story to tell,0,0,0
nate dogg,100,49,0,0.0,0.0,story to tell,0,0,0
kurupt,147,73,0,0.0,0.0,story to tell,0,0,0
snoop dogg,125,65,0,0.0,0.0,story to tell,0,0,0
warren g,77,39,1,0.012987012987012988,0.02564102564102564,story to tell,0,0,0
snoop dogg,284,142,1,0.0035211267605633804,0.007042253521126761,stuck on a feeling,2014-11-17,2014,11
prince royce,420,225,0,0.0,0.0,stuck on a feeling,2014-11-17,2014,11
snoop dogg,61,34,0,0.0,0.0,studio b,1998-10-20,1998,10
prince royce,61,34,0,0.0,0.0,studio b,1998-10-20,1998,10
mo b. dick,36,15,0,0.0,0.0,studio b,1998-10-20,1998,10
gambino family,400,236,1,0.0025,0.00423728813559322,studio b,1998-10-20,1998,10
snoop dogg sampled,74,44,2,0.02702702702702703,0.045454545454545456,suicide,2018-09-29,2018,9
