artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
ice cube,9,5,0,0.0,0.0,10 million ways,0,0,0
mack 10,481,298,4,0.008316008316008316,0.013422818791946308,10 million ways,0,0,0
ice cube,33,23,4,0.12121212121212122,0.17391304347826086,2 decades ago (insert),2006-06-06,2006,6
ice cube,506,264,6,0.011857707509881422,0.022727272727272728,2 n the morning,1994-11-22,1994,11
ice cube,30,12,0,0.0,0.0,2 n the morning,1994-11-22,1994,11
ice cube,226,132,2,0.008849557522123894,0.015151515151515152,3 time felons,1996-10-22,1996,10
westside connection,306,189,2,0.006535947712418301,0.010582010582010581,3 time felons,1996-10-22,1996,10
mack 10,222,131,0,0.0,0.0,3 time felons,1996-10-22,1996,10
w.c.,132,87,0,0.0,0.0,3 time felons,1996-10-22,1996,10
hipsters and aliens,19,15,0,0.0,0.0,69 tombones,2015-01-01,2015,1
w.c.,40,21,0,0.0,0.0,80's babies,2007-08-14,2007,8
wc,296,152,2,0.006756756756756757,0.013157894736842105,80's babies,2007-08-14,2007,8
w.c.] ice cube,80,42,0,0.0,0.0,80's babies,2007-08-14,2007,8
ice cube] w.c.,80,42,0,0.0,0.0,80's babies,2007-08-14,2007,8
ice cube,76,43,0,0.0,0.0,a boy was conceived (intro),2010-09-28,2010,9
ice cube,90,43,0,0.0,0.0,addicted to it,2007-08-14,2007,8
wc,659,328,5,0.007587253414264037,0.01524390243902439,addicted to it,2007-08-14,2007,8
wc and ice cube,56,28,0,0.0,0.0,addicted to it,2007-08-14,2007,8
ice cube,558,331,2,0.0035842293906810036,0.006042296072507553,$100 dollar bill y'all,2001-12-04,2001,12
ice cube,374,179,3,0.008021390374331552,0.01675977653631285,24 mo' hours,2000-03-21,2000,3
ice cube,342,208,7,0.02046783625730994,0.03365384615384615,24 mo' hours,2000-03-21,2000,3
ice cube,377,192,6,0.015915119363395226,0.03125,a bird in the hand,1991-10-29,1991,10
ice cube,1,1,0,0.0,0.0,affirmation of faith,2018-09-06,2018,9
,175,105,3,0.017142857142857144,0.02857142857142857,affirmation of faith,2018-09-06,2018,9
viracocha mendoza,1024,600,21,0.0205078125,0.035,affirmation of faith,2018-09-06,2018,9
viracocha mendoza,5,5,2,0.4,0.4,a gangsta's fairytale,1990-05-16,1990,5
ice cube,200,104,2,0.01,0.019230769230769232,a gangsta's fairytale,1990-05-16,1990,5
ice cube,290,170,5,0.017241379310344827,0.029411764705882353,a gangsta's fairytale,1990-05-16,1990,5
little russ,22,14,0,0.0,0.0,a gangsta's fairytale,1990-05-16,1990,5
ice cube,161,92,0,0.0,0.0,a history of violence (insert),2006-06-06,2006,6
ice cube,51,30,0,0.0,0.0,a hoe b-4 tha homie,1993-01-26,1993,1
king tee,190,92,3,0.015789473684210527,0.03260869565217391,a hoe b-4 tha homie,1993-01-26,1993,1
king t,257,137,6,0.023346303501945526,0.043795620437956206,a hoe b-4 tha homie,1993-01-26,1993,1
deadly threat,69,29,0,0.0,0.0,a hoe b-4 tha homie,1993-01-26,1993,1
ice cube,74,33,0,0.0,0.0,a hoe b-4 tha homie,1993-01-26,1993,1
don't put a hoe before the homie,2,2,0,0.0,0.0,ain't a damn thang changed,1991-09-17,1991,9
wc and the maad circle,678,368,0,0.0,0.0,ain't a damn thang changed,1991-09-17,1991,9
wc and the maad circle,6,4,0,0.0,0.0,ain't got no class,1992-09-22,1992,9
da lench mob,652,373,3,0.004601226993865031,0.00804289544235925,ain't got no class,1992-09-22,1992,9
dazzie dee,606,320,1,0.0016501650165016502,0.003125,ain't no busters this way,1996-01-01,1996,1
ice cube,246,118,2,0.008130081300813009,0.01694915254237288,all day everyday,2010-09-28,2010,9
ice cube,28,18,2,0.07142857142857142,0.1111111111111111,all on my nutsac,1992-09-22,1992,9
da lench mob,543,312,33,0.06077348066298342,0.10576923076923077,all on my nutsac,1992-09-22,1992,9
westside connection,911,508,1,0.0010976948408342481,0.001968503937007874,all the critics in new york,1996-10-22,1996,10
ice cube,633,352,12,0.018957345971563982,0.03409090909090909,amerikkka's most wanted,1990-04-17,1990,4
ice cube,44,28,3,0.06818181818181818,0.10714285714285714,amerikkka's most wanted,1990-04-17,1990,4
ice cube,39,21,0,0.0,0.0,ankle blues,1992-09-22,1992,9
da lench mob,441,245,1,0.0022675736961451248,0.004081632653061225,ankle blues,1992-09-22,1992,9
da lench mob,25,17,0,0.0,0.0,anybody seen the popo's,2005-04-26,2005,4
ice cube,600,343,1,0.0016666666666666668,0.0029154518950437317,anybody seen the popo's,2005-04-26,2005,4
mack 10,83,63,7,0.08433734939759036,0.1111111111111111,aqua boogie (insert),1997-09-16,1997,9
ice cube,278,158,10,0.03597122302158273,0.06329113924050633,architect of gangsta rap,2015-01-10,2015,1
mack 10,522,283,2,0.0038314176245210726,0.007067137809187279,armed & dangerous,1995-06-20,1995,6
ice cube,662,401,4,0.006042296072507553,0.00997506234413965,arrest the president,2018-11-09,2018,11
ice cube,433,251,3,0.006928406466512702,0.01195219123505976,ask about me,1998-11-17,1998,11
mr. short khop,27,16,0,0.0,0.0,ask about me,1998-11-17,1998,11
ice cube,27,16,0,0.0,0.0,ask about me,1998-11-17,1998,11
ice cube,26,11,0,0.0,0.0,asshole naked,0,0,0
luke,473,310,8,0.016913319238900635,0.025806451612903226,asshole naked,0,0,0
killer mike,562,356,6,0.010676156583629894,0.016853932584269662,bad day/worst day remix,0,0,0
ice cube,629,406,1,0.001589825119236884,0.0024630541871921183,bad dope,2018-12-07,2018,12
master p,392,260,3,0.007653061224489796,0.011538461538461539,bangin',1997-01-28,1997,1
ice cube,960,576,7,0.007291666666666667,0.012152777777777778,bangin',1997-01-28,1997,1
mack 10,194,108,2,0.010309278350515464,0.018518518518518517,bangin',1997-01-28,1997,1
wc,168,103,0,0.0,0.0,bangin',1997-01-28,1997,1
mack 10,218,117,8,0.03669724770642202,0.06837606837606838,bangin' at the party,2003-12-09,2003,12
skoop,219,108,0,0.0,0.0,bangin' at the party,2003-12-09,2003,12
wc,154,83,8,0.05194805194805195,0.0963855421686747,bangin' at the party,2003-12-09,2003,12
ice cube,154,83,8,0.05194805194805195,0.0963855421686747,bangin' at the party,2003-12-09,2003,12
young soprano,162,101,0,0.0,0.0,bangin' at the party,2003-12-09,2003,12
k-mac,162,101,0,0.0,0.0,bangin' at the party,2003-12-09,2003,12
westside connection,86,52,0,0.0,0.0,bangin' at the party,2003-12-09,2003,12
mack 10,126,102,19,0.15079365079365079,0.18627450980392157,bangin gears (insert),1997-09-16,1997,9
ice cube,443,261,12,0.02708803611738149,0.04597701149425287,believe it or not,2008-08-19,2008,8
ice cube,254,154,2,0.007874015748031496,0.012987012987012988,bend a corner wit me,1993-12-16,1993,12
mr. short khop,179,97,4,0.0223463687150838,0.041237113402061855,bend a corner wit me,1993-12-16,1993,12
ice cube,36,20,0,0.0,0.0,bend a corner wit me,1993-12-16,1993,12
,86,56,0,0.0,0.0,better off dead,1990-05-16,1990,5
peabo bryson sample,31,19,0,0.0,0.0,big boys,2003-11-18,2003,11
ice cube,374,217,3,0.008021390374331552,0.013824884792626729,big boys,2003-11-18,2003,11
butch cassidy,297,184,0,0.0,0.0,big boys,2003-11-18,2003,11
gangsta,270,170,8,0.02962962962962963,0.047058823529411764,big boys,2003-11-18,2003,11
bet,583,337,4,0.00686106346483705,0.011869436201780416,bet 2010 father son cypher,2010-10-12,2010,10
ice cube,198,117,2,0.010101010101010102,0.017094017094017096,black korea,1991-10-29,1991,10
samples,37,20,0,0.0,0.0,blind fold test,0,0,0
threat,118,67,2,0.01694915254237288,0.029850746268656716,blind fold test,0,0,0
dj pooh,118,67,2,0.01694915254237288,0.029850746268656716,blind fold test,0,0,0
ice cube,118,67,2,0.01694915254237288,0.029850746268656716,blind fold test,0,0,0
ice cube,277,158,1,0.0036101083032490976,0.006329113924050633,bonnie & clyde ii,1996-10-29,1996,10
yo-yo,516,303,8,0.015503875968992248,0.026402640264026403,bonnie & clyde ii,1996-10-29,1996,10
dj quik,137,58,0,0.0,0.0,boogie till you conk out,2011-04-19,2011,4
dj quik,264,136,0,0.0,0.0,boogie till you conk out,2011-04-19,2011,4
ice cube,1043,549,0,0.0,0.0,bop gun (one nation),1993-07-12,1993,7
ice cube,261,138,2,0.007662835249042145,0.014492753623188406,bop gun (one nation),1993-07-12,1993,7
kausion,138,83,0,0.0,0.0,"bounce, rock, skate",1995-10-10,1995,10
cel,124,64,1,0.008064516129032258,0.015625,"bounce, rock, skate",1995-10-10,1995,10
gonzoe,427,233,4,0.00936768149882904,0.017167381974248927,"bounce, rock, skate",1995-10-10,1995,10
kaydo,359,197,4,0.011142061281337047,0.02030456852791878,"bounce, rock, skate",1995-10-10,1995,10
gonzoe,138,70,1,0.007246376811594203,0.014285714285714285,boyz in the hood,2000-05-23,2000,5
