artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
craig david,178,77,0,0.0,0.0,7 days (dj premier remix),0,0,0
mos def a.k.a. yaasin bey,243,120,0,0.0,0.0,7 days (dj premier remix),0,0,0
craig david,123,50,0,0.0,0.0,7 days (dj premier remix),0,0,0
craig david]x2,52,26,0,0.0,0.0,7 days (dj premier remix),0,0,0
craig david]x4,26,13,0,0.0,0.0,7 days (dj premier remix),0,0,0
craig david]x4,15,11,0,0.0,0.0,7 days (dj premier remix) (copy),0,0,0
craig david,488,261,8,0.01639344262295082,0.03065134099616858,7 days (dj premier remix) (copy),0,0,0
craig david,360,206,0,0.0,0.0,a ha,2006-12-29,2006,12
yasiin bey,560,321,2,0.0035714285714285713,0.006230529595015576,a ha,2006-12-29,2006,12
yasiin bey,5,4,0,0.0,0.0,ain't my fault,2010-06-14,2010,6
gulf aid all-stars,242,144,3,0.012396694214876033,0.020833333333333332,ain't my fault,2010-06-14,2010,6
mos def talking,52,29,0,0.0,0.0,all praise due,1999-01-01,1999,1
yasiin bey,385,239,1,0.0025974025974025974,0.0041841004184100415,all praise due,1999-01-01,1999,1
k'naan,434,273,0,0.0,0.0,america,2009-02-24,2009,2
mos def,114,80,2,0.017543859649122806,0.025,america,2009-02-24,2009,2
yasiin bey,71,39,0,0.0,0.0,a message from mos def and the beat junkies,0,0,0
yasiin bey,1351,656,1,0.0007401924500370096,0.001524390243902439,a message from yasiin bey [via kanye west],2016-01-19,2016,1
yasiin bey,726,345,0,0.0,0.0,an open letter from mos def,0,0,0
sandman sdn aziz,309,230,0,0.0,0.0,another day,2016-07-19,2016,7
yasiin bey; sandman sdn aziz,33,27,0,0.0,0.0,another day,2016-07-19,2016,7
sandman sdn aziz,55,52,0,0.0,0.0,another day,2016-07-19,2016,7
hip hop for respect,963,543,3,0.003115264797507788,0.0055248618784530384,a tree never grown,2000-01-01,2000,1
mos def,66,37,0,0.0,0.0,a tree never grown,2000-01-01,2000,1
yasiin bey,612,333,4,0.006535947712418301,0.012012012012012012,auditorium w/ the ruler,0,0,0
yasiin bey,346,223,6,0.017341040462427744,0.026905829596412557,basquiat ghostwriter,2015-08-08,2015,8
mad skillz mr. eon,30,19,0,0.0,0.0,b-boy document 99,1999-08-24,1999,8
mos def,246,142,1,0.0040650406504065045,0.007042253521126761,b-boy document 99,1999-08-24,1999,8
mad skillz,164,92,0,0.0,0.0,b-boy document 99,1999-08-24,1999,8
mr. eon,124,77,0,0.0,0.0,b-boy document 99,1999-08-24,1999,8
the high & mighty,6,6,0,0.0,0.0,b-boy document 99,1999-08-24,1999,8
mary j. blige,786,375,1,0.001272264631043257,0.0026666666666666666,beautiful [hi-tek x black star remix],0,0,0
yasiin bey,375,198,0,0.0,0.0,beauty in the dark,2009-01-01,2009,1
yasiin bey,315,143,0,0.0,0.0,beauty in the dark (groove with you),0,0,0
yasiin bey,140,89,0,0.0,0.0,bedstuy parade & funeral march,2004-10-12,2004,10
yasiin bey,351,178,25,0.07122507122507123,0.1404494382022472,beef,2012-01-01,2012,1
yasiin bey,328,205,4,0.012195121951219513,0.01951219512195122,bey,2012-05-29,2012,5
yasiin bey,18,10,0,0.0,0.0,bingwa,2019-03-29,2019,3
yasiin bey,314,163,2,0.006369426751592357,0.012269938650306749,black & blue,0,0,0
yasiin bey,400,258,0,0.0,0.0,black fantastic,0,0,0
yasiin bey,1186,815,2,0.0016863406408094434,0.00245398773006135,black on both sides [credits],1999-10-12,1999,10
yasiin bey,177,93,1,0.005649717514124294,0.010752688172043012,black jesus,2013-03-31,2013,3
yasiin bey,6,6,0,0.0,0.0,black radio (pete rock remix),0,0,0
robert glasper,408,215,0,0.0,0.0,black radio (pete rock remix),0,0,0
robert glasper,2,1,0,0.0,0.0,blade in the pocket,2016-12-21,2016,12
dec 99th,178,95,1,0.0056179775280898875,0.010526315789473684,blade in the pocket,2016-12-21,2016,12
dec 99th,12,12,0,0.0,0.0,blak iz blak,2000-09-26,2000,9
mau maus,704,432,1,0.0014204545454545455,0.0023148148148148147,blak iz blak,2000-09-26,2000,9
mau maus,67,49,0,0.0,0.0,blak iz blak,2000-09-26,2000,9
big black,67,49,0,0.0,0.0,blak iz blak,2000-09-26,2000,9
mau maus,12,10,0,0.0,0.0,blue black jack,2004-10-19,2004,10
yasiin bey,180,112,1,0.005555555555555556,0.008928571428571428,blue black jack,2004-10-19,2004,10
biz markie,349,195,0,0.0,0.0,bmt,1997-05-25,1997,5
mos def,158,76,0,0.0,0.0,bmt,1997-05-25,1997,5
mos def and biz markie,19,15,0,0.0,0.0,bmt,1997-05-25,1997,5
