artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
dj jazzy jeff,355,205,0,0.0,0.0,higher baby,0,0,0
will smith,631,336,1,0.001584786053882726,0.002976190476190476,how da beat goes on,2002-10-25,2002,10
will smith,8,6,0,0.0,0.0,human video game,1988-03-29,1988,3
fresh prince,536,280,0,0.0,0.0,human video game,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,89,61,0,0.0,0.0,human video game,1988-03-29,1988,3
ready rock,317,171,0,0.0,0.0,human video game,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,9,5,0,0.0,0.0,i can't stop,0,0,0
will smith,668,412,1,0.0014970059880239522,0.0024271844660194173,i can't stop,0,0,0
nicky jam,168,150,0,0.0,0.0,icon (reggaeton remix),2018-06-11,2018,6
jaden smith,493,294,1,0.002028397565922921,0.003401360544217687,icon (reggaeton remix),2018-06-11,2018,6
will smith,94,67,1,0.010638297872340425,0.014925373134328358,icon (reggaeton remix),2018-06-11,2018,6
will smith,77,36,0,0.0,0.0,if u can't dance (slide),2005-03-29,2005,3
scherzinger,44,22,0,0.0,0.0,if u can't dance (slide),2005-03-29,2005,3
smith,44,22,0,0.0,0.0,if u can't dance (slide),2005-03-29,2005,3
will smith,496,263,0,0.0,0.0,if u can't dance (slide),2005-03-29,2005,3
will smith,455,249,0,0.0,0.0,i gotta go home,2002-10-25,2002,10
will smith,596,290,1,0.0016778523489932886,0.0034482758620689655,i loved you,0,0,0
will smith,12,8,1,0.08333333333333333,0.125,i'm all that,1991-07-23,1991,7
dj jazzy jeff & the fresh prince,627,329,2,0.003189792663476874,0.0060790273556231,i'm all that,1991-07-23,1991,7
will smith tra-knox,191,144,0,0.0,0.0,i'm comin',0,0,0
will smith,408,241,0,0.0,0.0,i'm comin',0,0,0
will smith,63,45,0,0.0,0.0,i'm comin',0,0,0
dj jazzy jeff & the fresh prince,509,221,1,0.0019646365422396855,0.004524886877828055,i'm looking for the one (to be with me),1993-10-12,1993,10
will smith,326,164,6,0.018404907975460124,0.036585365853658534,interlude,0,0,0
will smith,88,50,0,0.0,0.0,in the house!,2018-12-21,2018,12
martin lawrence,82,46,0,0.0,0.0,in the house!,2018-12-21,2018,12
will smith,27,14,0,0.0,0.0,intro,1997-11-25,1997,11
martin lawrence,27,14,0,0.0,0.0,intro,1997-11-25,1997,11
will smith,220,115,0,0.0,0.0,i promised my friends,0,0,0
martin lawrence,220,115,0,0.0,0.0,i promised my friends,0,0,0
david ayer,331,183,8,0.02416918429003021,0.04371584699453552,i promised my friends,0,0,0
billy ocean,288,162,1,0.003472222222222222,0.006172839506172839,i sleep much better (in someone else's bed),0,0,0
prince and jeff imitate two old black men,80,43,0,0.0,0.0,i think i can beat mike tyson,1989-10-31,1989,10
prince,206,127,1,0.0048543689320388345,0.007874015748031496,i think i can beat mike tyson,1989-10-31,1989,10
jeff,150,93,1,0.006666666666666667,0.010752688172043012,i think i can beat mike tyson,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,453,244,1,0.002207505518763797,0.004098360655737705,i think i can beat mike tyson,1989-10-31,1989,10
lawrence the barber,100,58,2,0.02,0.034482758620689655,i think i can beat mike tyson,1989-10-31,1989,10
fresh prince,100,58,2,0.02,0.034482758620689655,i think i can beat mike tyson,1989-10-31,1989,10
ring announcer,56,34,0,0.0,0.0,i think i can beat mike tyson,1989-10-31,1989,10
prince and jeff as old men,147,81,1,0.006802721088435374,0.012345679012345678,i think i can beat mike tyson,1989-10-31,1989,10
will smith,563,343,2,0.003552397868561279,0.0058309037900874635,it's all good,0,0,0
dj jazzy jeff & the fresh prince,1099,632,0,0.0,0.0,i wanna rock,0,0,0
dj jazzy jeff & the fresh prince,490,272,1,0.0020408163265306124,0.003676470588235294,i want to assemble a task force,0,0,0
david ayer,1332,744,7,0.005255255255255256,0.009408602150537635,i want to assemble a task force,0,0,0
will smith,821,454,2,0.00243605359317905,0.004405286343612335,i wish i made that/swagga,2005-03-29,2005,3
will smith,172,91,0,0.0,0.0,jaden's interlude,0,0,0
will smith,5,1,0,0.0,0.0,jazzy's groove,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,565,318,0,0.0,0.0,jazzy's groove,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,556,290,0,0.0,0.0,jeff waz on the beat box,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,151,86,2,0.013245033112582781,0.023255813953488372,just crusin',0,0,0
will smith,392,211,1,0.002551020408163265,0.004739336492890996,just crusin',0,0,0
dj jazzy jeff & the fresh prince,589,314,0,0.0,0.0,just kickin' it,0,0,0
dj jazzy jeff & the fresh prince,989,485,6,0.006066734074823054,0.012371134020618556,just one of those days,1987-03-19,1987,3
dj jazzy jeff & the fresh prince,717,365,0,0.0,0.0,just rockin',1987-03-19,1987,3
trey smith,22,9,0,0.0,0.0,just the two of us,1997-11-25,1997,11
will smith,312,147,0,0.0,0.0,just the two of us,1997-11-25,1997,11
will smith,322,160,0,0.0,0.0,just the two of us,1997-11-25,1997,11
trey smith,688,335,0,0.0,0.0,just the two of us - radio edit,0,0,0
trey smith,388,196,2,0.005154639175257732,0.01020408163265306,keith b-real iii (interlude),0,0,0
trey smith,91,48,0,0.0,0.0,keith b-real ii (interlude),0,0,0
trey smith,192,103,1,0.005208333333333333,0.009708737864077669,keith b-real i (interlude),0,0,0
trey smith,69,35,1,0.014492753623188406,0.02857142857142857,let's get busy baby,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,554,288,4,0.007220216606498195,0.013888888888888888,let's get busy baby,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,29,28,0,0.0,0.0,liberal talk.,2002-09-11,2002,9
dj jazzy jeff & the fresh prince,529,290,0,0.0,0.0,live at union square (november 1986),1988-03-29,1988,3
dj jazzy jeff & the fresh prince,18,18,0,0.0,0.0,ljudi u crnom,2019-11-07,2019,11
incident team,327,315,0,0.0,0.0,ljudi u crnom,2019-11-07,2019,11
incident team,9,5,0,0.0,0.0,loretta,2005-03-29,2005,3
will smith singing,42,24,0,0.0,0.0,loretta,2005-03-29,2005,3
will smith,507,232,0,0.0,0.0,loretta,2005-03-29,2005,3
will smith,138,73,1,0.007246376811594203,0.0136986301369863,lovely daze,0,0,0
dj jazzy jeff & the fresh prince,340,183,3,0.008823529411764706,0.01639344262295082,lovely daze,0,0,0
will smith,21,12,0,0.0,0.0,lost & found,2005-03-29,2005,3
will smith,775,438,1,0.0012903225806451613,0.00228310502283105,lost & found,2005-03-29,2005,3
will smith,346,181,4,0.011560693641618497,0.022099447513812154,lovely daze,0,0,0
will smith,405,219,1,0.0024691358024691358,0.0045662100456621,maybe,2002-10-25,2002,10
dj jazzy jeff & the fresh prince,476,269,0,0.0,0.0,megamix,0,0,0
will smith,416,220,0,0.0,0.0,men in black,1997-06-16,1997,6
coko,241,129,0,0.0,0.0,men in black,1997-06-16,1997,6
coko,7,7,0,0.0,0.0,men in black script,1997-07-04,1997,7
sony pictures,22366,13019,88,0.003934543503532147,0.006759351716721714,men in black script,1997-07-04,1997,7
will smith,645,353,4,0.006201550387596899,0.0113314447592068,miami,1998-11-23,1998,11
will smith,638,351,3,0.004702194357366771,0.008547008547008548,miami mix,0,0,0
will smith,51,25,0,0.0,0.0,miami (remix),0,0,0
matoma,609,340,2,0.003284072249589491,0.0058823529411764705,miami (remix),0,0,0
,21,15,0,0.0,0.0,momma knows,2002-10-25,2002,10
will smith,120,56,0,0.0,0.0,momma knows,2002-10-25,2002,10
will smith,289,150,0,0.0,0.0,momma knows,2002-10-25,2002,10
will smith tra-knox,136,80,1,0.007352941176470588,0.0125,momma knows,2002-10-25,2002,10
will smith,104,59,0,0.0,0.0,motivated by fear,2019-05-27,2019,5
cxltgod,127,78,0,0.0,0.0,motivated by fear,2019-05-27,2019,5
unknown,30,12,0,0.0,0.0,motivated by fear,2019-05-27,2019,5
will smith,78,47,0,0.0,0.0,ms. holy roller,2005-03-29,2005,3
will smith,563,304,1,0.0017761989342806395,0.003289473684210526,ms. holy roller,2005-03-29,2005,3
dj jazzy jeff & the fresh prince,592,327,0,0.0,0.0,my buddy,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,3,3,0,0.0,0.0,nice clean rap (family guy),0,0,0
will smith,87,44,0,0.0,0.0,nice clean rap (family guy),0,0,0
will smith,801,416,0,0.0,0.0,nightmare on my street,0,0,0
will smith,12,7,0,0.0,0.0,nightmare on my street (single version),1988-08-01,1988,8
dj jazzy jeff & the fresh prince,856,468,0,0.0,0.0,nightmare on my street (single version),1988-08-01,1988,8
dj jazzy jeff & the fresh prince,10,6,0,0.0,0.0,nod ya head (the remix),0,0,0
will smith,900,522,1,0.0011111111111111111,0.0019157088122605363,nod ya head (the remix),0,0,0
will smith,469,213,3,0.006396588486140725,0.014084507042253521,no more,0,0,0
will smith,352,201,2,0.005681818181818182,0.009950248756218905,nothin' on my mind (bonus track),2002-10-25,2002,10
will smith,474,269,0,0.0,0.0,mr. niceguy,2005-03-29,2005,3
justin bieber,562,302,3,0.005338078291814947,0.009933774834437087,never say never,2010-06-08,2010,6
jaden smith,310,168,3,0.00967741935483871,0.017857142857142856,never say never,2010-06-08,2010,6
dj jazzy jeff & the fresh prince,659,344,0,0.0,0.0,numero uno,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,904,449,2,0.0022123893805309734,0.004454342984409799,parents just don't understand,1988-02-17,1988,2
romeo,545,283,0,0.0,0.0,parents just don't understand (bonus mix),2001-11-20,2001,11
romeo,6,4,0,0.0,0.0,party starter (freshman remix),0,0,0
will smith,558,320,1,0.0017921146953405018,0.003125,party starter (freshman remix),0,0,0
will smith,443,268,1,0.002257336343115124,0.0037313432835820895,party starter - radio edit,0,0,0
will smith,632,378,0,0.0,0.0,potnas,0,0,0
will smith,73,47,0,0.0,0.0,potnas/interlude,0,0,0
,555,327,0,0.0,0.0,potnas/interlude,0,0,0
will smith,401,231,0,0.0,0.0,prince ali,2019-05-22,2019,5
will smith,597,328,0,0.0,0.0,pump me up,1999-11-16,1999,11
dj jazzy jeff & the fresh prince,503,252,0,0.0,0.0,pump up the bass,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,58,24,0,0.0,0.0,reminiscence,2019-12-13,2019,12
jake johnson,224,100,0,0.0,0.0,reminiscence,2019-12-13,2019,12
dj jazzy jeff & the fresh prince,843,435,0,0.0,0.0,rhythm trax (house party style),1988-03-29,1988,3
dj jazzy jeff & the fresh prince,522,244,2,0.0038314176245210726,0.00819672131147541,ring my bell,1991-09-13,1991,9
dj jazzy jeff & the fresh prince,429,224,2,0.004662004662004662,0.008928571428571428,ring my bell,0,0,0
dj jazzy jeff & the fresh prince,8,6,0,0.0,0.0,ring my bell (mr. lee's radio mix),0,0,0
broertje,627,570,0,0.0,0.0,risico's,2018-08-23,2018,8
dj jazzy jeff & the fresh prince,636,346,4,0.006289308176100629,0.011560693641618497,rock the house,1987-04-07,1987,4
will smith,465,227,1,0.002150537634408602,0.004405286343612335,scary story,2005-03-29,2005,3
will smith,6,5,0,0.0,0.0,scream,0,0,0
dj jazzy jeff & the fresh prince,797,455,2,0.002509410288582183,0.004395604395604396,scream,0,0,0
dj jazzy jeff & the fresh prince,540,278,0,0.0,0.0,shadow dreams,0,0,0
dj jazzy jeff & the fresh prince,65,39,0,0.0,0.0,six degrees of separation - findings from the book: the catcher in the rye,1993-01-01,1993,1
john guare,309,162,2,0.006472491909385114,0.012345679012345678,six degrees of separation - findings from the book: the catcher in the rye,1993-01-01,1993,1
john guare,376,187,3,0.007978723404255319,0.016042780748663103,six degrees of separation - more on salinger's the catcher in the rye,1993-01-01,1993,1
dj jazzy jeff & the fresh prince,140,86,0,0.0,0.0,somethin' like dis,0,0,0
the fresh prince,341,192,0,0.0,0.0,somethin' like dis,0,0,0
the fresh prince dj jazzy jeff,210,112,0,0.0,0.0,somethin' like dis,0,0,0
dj jazzy jeff & the fresh prince,105,55,0,0.0,0.0,sometimes,2018-07-30,2018,7
twindem,324,178,0,0.0,0.0,sometimes,2018-07-30,2018,7
twindem,68,38,0,0.0,0.0,special announcement,1987-03-19,1987,3
dj jazzy jeff & the fresh prince,201,124,0,0.0,0.0,special announcement,1987-03-19,1987,3
dj jazzy jeff & the fresh prince,528,277,3,0.005681818181818182,0.010830324909747292,summertime,1991-07-23,1991,7
dj jazzy jeff & the fresh prince,11,9,0,0.0,0.0,summertime,0,0,0
richard cheese,150,87,1,0.006666666666666667,0.011494252873563218,summertime,0,0,0
will smith,557,311,1,0.0017953321364452424,0.003215434083601286,switch,2005-02-15,2005,2
will smith,180,94,0,0.0,0.0,switch (...r&b remix),2005-03-29,2005,3
will smith,255,144,1,0.00392156862745098,0.006944444444444444,switch (...r&b remix),2005-03-29,2005,3
robin thicke,38,17,0,0.0,0.0,switch (...r&b remix),2005-03-29,2005,3
will smith] elephant man,40,26,0,0.0,0.0,switch (...reggae remix),2005-03-29,2005,3
will smith] *elephant man,459,271,1,0.002178649237472767,0.0036900369003690036,switch (...reggae remix),2005-03-29,2005,3
elephant man,120,86,0,0.0,0.0,switch (...reggae remix),2005-03-29,2005,3
will smith] *elephant man **background singers,86,72,0,0.0,0.0,switch (...reggae remix),2005-03-29,2005,3
will smith] *elephant man **background sngers,128,80,0,0.0,0.0,switch (...reggae remix),2005-03-29,2005,3
will smith] *elephant man **background sngers,30,20,0,0.0,0.0,switch (reggae remix) (radio),0,0,0
will smith,402,222,1,0.0024875621890547263,0.0045045045045045045,switch (reggae remix) (radio),0,0,0
the fresh prince,703,320,0,0.0,0.0,taking it to the top,1987-03-19,1987,3
the fresh prince,480,275,2,0.004166666666666667,0.007272727272727273,task force x activated,0,0,0
david ayer,1733,1008,2,0.001154068090017311,0.001984126984126984,task force x activated,0,0,0
will smith,120,72,0,0.0,0.0,tell me why,2005-03-29,2005,3
will smith - while mary repeats in background,29,17,0,0.0,0.0,tell me why,2005-03-29,2005,3
will smith,407,198,3,0.007371007371007371,0.015151515151515152,tell me why,2005-03-29,2005,3
mary j. blige,37,29,0,0.0,0.0,tell me why,2005-03-29,2005,3
will smith,2,1,0,0.0,0.0,the girlie had a mustache,1989-10-31,1989,10
the fresh prince,716,375,1,0.0013966480446927375,0.0026666666666666666,the girlie had a mustache,1989-10-31,1989,10
the fresh prince,421,210,0,0.0,0.0,the magnificent jazzy jeff,1987-03-19,1987,3
dj jazzy jeff & the fresh prince,262,144,0,0.0,0.0,the magnificent jazzy jeff,1987-03-19,1987,3
dj jazzy jeff & the fresh prince,861,452,1,0.0011614401858304297,0.0022123893805309734,the men of your dreams,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,445,224,3,0.006741573033707865,0.013392857142857142,then she bit me,1989-10-31,1989,10
jill scott,22,10,0,0.0,0.0,the rain,0,0,0
will smith,473,277,0,0.0,0.0,the rain,0,0,0
the fresh prince acting as 'the reverend',211,102,0,0.0,0.0,the reverend,1989-10-31,1989,10
the fresh prince,306,147,0,0.0,0.0,the reverend,1989-10-31,1989,10
dj jazzy jeff & the fresh prince,209,106,0,0.0,0.0,the reverend,1989-10-31,1989,10
the fresh prince acting as 'the reverend',139,88,0,0.0,0.0,the thick of it,2005-05-19,2005,5
the fresh prince acting as 'the reverend',17,5,0,0.0,0.0,the things that u do,0,0,0
dj jazzy jeff & the fresh prince,477,217,0,0.0,0.0,the things that u do,0,0,0
dj jazzy jeff & the fresh prince,6,6,0,0.0,0.0,the worst of the worst,0,0,0
david ayer,855,496,6,0.007017543859649123,0.012096774193548387,the worst of the worst,0,0,0
david ayer,144,78,0,0.0,0.0,this boy is smooth,1991-07-23,1991,7
dj jazzy jeff & the fresh prince,342,185,3,0.008771929824561403,0.016216216216216217,this boy is smooth,1991-07-23,1991,7
dj jazzy jeff & the fresh prince,517,238,1,0.0019342359767891683,0.004201680672268907,time to chill,1988-03-29,1988,3
dj jazzy jeff & the fresh prince,262,123,1,0.003816793893129771,0.008130081300813009,tim westwood freestyle,0,0,0
dj jazzy jeff & the fresh prince,936,511,1,0.0010683760683760685,0.0019569471624266144,too damn hype,1989-10-31,1989,10
will smith,270,167,0,0.0,0.0,to the clique,2018-05-23,2018,5
